Brand,Model.Number,Price,Photo,Engine.Type,Body.Type,Fuel.Type,Gearbox.Type,Power.hp,Displacement.l,Torque.lbft,Cylinders,Drivetrain,MPG.City,MPG.Highway,Seats,Doors,Height.in,Length.in,Width.in,Wheelbase.in,Clearance.in,Air.Conditioner,Heater,AntiLock.Braking.System,Central.Locking,Power.Steering,Power.Windows,Leather.Seats,Anti.Lock.Braking,Brake.Assist,Central.Locking.1,Power.Door.Locks,Child.Safety.Locks,Night.Rear.View.Mirror,Rear.Seat.Belts,Door.Ajar.Warning,Adjustable.Seats,Crash.Sensor,Engine.Check.Warning,Rear.Camera,Anti.Theft.Device,Touch.Screen,Audio.System.Remote.Control,Speakers.Front...back,Bluetooth.Connectivity,USB...Auxiliary.Input,Adjustable.Steering.Column,Height.Adjustable.Driving.Seat,Digital.Clock,Smoke.Headlamps,Electric.Folding.Rear.View.Mirror,Automatic.Climate.Control,Low.Fuel.Warning.Light,Parking.Sensors,Bottle.Holder,Voice.Control,Seat.Belt.Warning,Vehicle.Stability.Control.System,Engine.Immobilizer,Rear.Reading.Lamp,Radio,Outside.Temperature.Display,Fog.Lights.Front...Back,Centrally.Mounted.Fuel.Tank,CD.Player,DVD.Player,Electric.Adjustable.Seats,Keyless.Entry,Tyre.Pressure.Monitor,Smart.Access.Card.Entry,Xenon.Headlamps,Halogen.Headlamps,Removable.Convertible.Top,Cassette.Player
Buick,Enclave Premium 2023,50300,https://www.ccarprice.com/products/Buick_Enclave_Premium_2023_2.jpg,3.6L V6 Gas,SUV,Petrol,Automatic,310,3.6,266,6,front,18,26,7,4,69.9,204.78,78.8,120.93,7.5,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,,,,,Yes,,,,,,,
Buick,Enclave Avenir AWD 2022,57100,https://www.ccarprice.com/products/Buick_Enclave_Avenir_AWD_2022.jpg,3.6L V6 Gas,SUV,Petrol,Automatic,310,3.6,266,6,all,17,25,7,4,69.9,204.78,78.8,120.93,7.5,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,
Buick,Enclave Avenir 2022,55100,https://www.ccarprice.com/products/Buick_Enclave_Avenir_2022.jpg,3.6L V6 Gas,SUV,Petrol,Automatic,310,3.6,266,6,front,18,26,7,4,69.9,204.78,78.8,120.93,7.5,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,
Buick,Enclave Premium AWD 2022,51800,https://www.ccarprice.com/products/Buick_Enclave_Premium_AWD_2022.jpg,3.6L V6 Gas,SUV,Petrol,Automatic,310,3.6,266,6,all,17,25,7,4,69.9,204.78,78.8,120.93,7.5,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,
Buick,Enclave Premium 2022,49800,https://www.ccarprice.com/products/Buick_Enclave_Premium_2022.jpg,3.6L V6 Gas,SUV,Petrol,Automatic,310,3.6,266,6,front,18,26,7,4,69.9,204.78,78.8,120.93,7.5,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,
Buick,Enclave Essence AWD 2022,44800,https://www.ccarprice.com/products/Buick_Enclave_Essence_AWD_2022.jpg,3.6L V6 Gas,SUV,Petrol,Automatic,310,3.6,266,6,all,17,25,7,4,69.9,204.78,78.8,120.93,7.5,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,
Buick,Enclave Essence 2022,42800,https://www.ccarprice.com/products/Buick_Enclave_Essence_2022.jpg,3.6L V6 Gas,SUV,Petrol,Automatic,310,3.6,266,6,front,18,26,7,4,69.9,204.78,78.8,120.93,7.5,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,
Buick,Encore Preferred AWD 2022,25220,https://www.ccarprice.com/products/Buick_Encore_Preferred_AWD_2022.jpg,1.4L Turbo Inline-4 Gas,SUV,Petrol,Automatic,155,1.4,177,4,all,23,30,5,4,65.25,168.35,70.1,100.6,6.22,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,
Buick,Envision Avenir AWD 2022,41650,https://www.ccarprice.com/products/Buick_Envision_Avenir_AWD_2022.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,228,2,258,4,all,22,29,5,4,64.6,182.5,74.1,109.4,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,
Buick,Envision Avenir 2022,39850,https://www.ccarprice.com/products/Buick_Envision_Avenir_2022.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,228,2,258,4,front,24,31,5,4,64.6,182.5,74.1,109.4,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,
Buick,Envision Essence AWD 2022,37400,https://www.ccarprice.com/products/Buick_Envision_Essence_AWD_2022_1.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,228,2,258,4,all,22,29,5,4,64.6,182.5,74.1,109.4,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,
Buick,Envision Essence 2022,35600,https://www.ccarprice.com/products/Buick_Envision_Essence_2022.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,Automatic,228,2,258,4,front,24,31,5,4,64.6,182.5,74.1,109.4,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,
Buick,Enclave Preferred 2022,57100,https://www.ccarprice.com/products/Buick_Enclave_Preferred_2022.jpg,3.6-liter V6 Gas,SUV,Petrol,Automatic,310,3.6,266,6,front,18,26,7,4,69.9,204.3,78.8,120.9,7.7,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,,Yes,,,,,,
Buick,Envision Preferred AWD 2022,33300,https://www.ccarprice.com/products/Buick_Envision_Preferred_AWD_2022_1.jpg,2.0-liter Turbo Inline-4,SUV,Petrol,Automatic,228,2,258,4,all,22,29,5,4,64.6,182.5,74.1,109.4,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,
Buick,Envision Preferred 2022,31500,https://www.ccarprice.com/products/Buick_Envision_Preferred_2022_1.jpg,2.0-liter Turbo Inline-4,SUV,Petrol,Automatic,228,2,258,4,front,24,31,5,4,64.6,182.5,74.1,109.4,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,
Buick,Encore GX Essence AWD 2022,32600,https://www.ccarprice.com/products/Buick_Encore_GX_Essence_AWD_2022.jpg,1.3L Turbo Gas,SUV,Petrol,Automatic,155,1.3,174,4,all,26,29,5,4,71.4,171.4,64.1,102.2,7.5,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,
Buick,Encore GX Essence 2022,29900,https://www.ccarprice.com/products/Buick_Encore_GX_Essence_2022.jpg,1.3L Turbo Gas,SUV,Petrol,CVT,155,1.3,174,4,front,NA,NA,5,4,71.4,171.4,64.1,102.2,7.5,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,
Buick,Encore GX Select AWD 2022,28900,https://www.ccarprice.com/products/Buick_Encore_GX_Select_AWD_2022.jpg,1.3L Turbo Gas,SUV,Petrol,Automatic,155,1.3,174,4,all,26,29,5,4,71.4,171.4,64.1,102.2,7.5,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,
Buick,Encore GX Select 2022,26900,https://www.ccarprice.com/products/Buick_Encore_GX_Select_2022.jpg,1.2L Turbo Gas,SUV,Petrol,CVT,137,1.2,162,4,front,28,31,5,4,71.4,171.4,64.1,102.2,7.5,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,
Buick,Encore GX Preferred AWD 2022,27900,https://www.ccarprice.com/products/Buick_Encore_GX_Preferred_AWD_2021.jpg,1.3L Turbo Gas,SUV,Petrol,Automatic,155,1.3,174,4,all,26,29,5,4,71.4,171.4,61.1,102.2,7.5,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,
Buick,Encore GX Preferred 2022,25200,https://www.ccarprice.com/products/Buick_Encore_GX_Preferred_2021.jpg,1.2L Turbo Gas,SUV,Petrol,CVT,137,1.2,162,4,front,28,31,5,4,71.4,171.4,61.1,102.2,7.5,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,
Buick,Encore Preferred 2022,24600,https://www.ccarprice.com/products/Buick_Encore_Preferred_2022_1.jpg,1.4L Turbo Inline-4 Gas,SUV,Petrol,Automatic,155,1.4,177,4,front,24,32,5,4,65.25,168.35,70.1,100.6,6.22,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,
Buick,Envision Essence FWD 2021,35850,https://www.ccarprice.com/products/Buick_Envision_Essence_FWD_2021.jpg,2.0-liter Turbo Inline-4,SUV,Petrol,Automatic,230,2,258,4,front,NA,NA,5,4,63.3,182.5,74.1,109.4,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,Yes,Yes,,,,,Yes,Yes,,,,,,
Buick,Envision Avenir AWD 2021,42000,https://www.ccarprice.com/products/Buick-Envision-Avenir-AWD-2021.jpg,2.0-liter Turbo Inline-4,SUV,Petrol,Automatic,230,2,258,4,all,NA,NA,5,4,63.3,182.5,74.1,109.4,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Yes,Yes,Yes,,,,,
Buick,Envision Avenir 2021,40200,https://www.ccarprice.com/products/Buick-Envision-Avenir-2021.jpg,2.0-liter Turbo Inline-4,SUV,Petrol,Automatic,230,2,258,4,front,17,21,5,4,63.3,182.5,74.1,109.4,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,,,,,
Buick,Envision Essence AWD 2021,37600,https://www.ccarprice.com/products/Buick_Envision_Essence_AWD_2021.jpg,2.0-liter Turbo Inline-4,SUV,Petrol,Automatic,230,2,258,4,all,19,23,5,4,63.3,182.5,74.1,109.4,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Yes,Yes,Yes,,,,,
Buick,Envision Essence 2021,35800,https://www.ccarprice.com/products/Buick_Envision_Essence_2021.jpg,2.0-liter Turbo Inline-4,SUV,Petrol,Automatic,230,2,258,4,front,NA,NA,5,4,63.3,182.5,74.1,109.4,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Yes,Yes,Yes,,,,,
Buick,Envision Preferred AWD 2021,33600,https://www.ccarprice.com/products/Buick-Envision-Preferred-AWD-2021.jpg,2.0-liter Turbo Inline-4,SUV,Petrol,Automatic,230,2,258,4,all,21,23,5,4,63.3,182.5,74.1,109.4,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,
Buick,Enclave Avenir AWD 2021,56000,https://www.ccarprice.com/products/Buick-Enclave-Avenir-AWD-2021.jpg,3.6-liter V6 Gas,SUV,Petrol,Automatic,310,3.6,266,6,all,17,25,7,4,69.9,204.3,78.8,120.9,7.7,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,
Buick,Enclave Avenir 2021,53800,https://www.ccarprice.com/products/Buick-Enclave-Avenir-2021.jpg,3.6-liter V6 Gas,SUV,Petrol,Automatic,310,3.6,266,6,front,18,26,7,4,69.9,204.3,78.8,120.9,7.7,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,
Buick,Enclave Premium AWD 2021,50600,https://www.ccarprice.com/products/Buick_Enclave_Premium_2021_1.jpg,3.6-liter V6 Gas,SUV,Petrol,Automatic,310,3.6,266,6,all,17,25,7,4,69.9,204.3,78.8,120.9,7.7,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,
Buick,Enclave Premium 2021,48400,https://www.ccarprice.com/products/Buick_Enclave_Premium_2021.jpg,3.6-liter V6 Gas,SUV,Petrol,Automatic,310,3.6,266,6,front,18,26,7,4,69.9,204.3,78.8,120.9,7.7,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,
Buick,Enclave Essence AWD 2021,44000,https://www.ccarprice.com/products/Buick_Enclave_Essence_2021_1.jpg,3.6-liter V6 Gas,SUV,Petrol,Automatic,310,3.6,266,6,all,17,25,7,4,69.9,204.3,78.8,120.9,7.7,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,,Yes,,,,,,
Buick,Enclave Essence 2021,42000,https://www.ccarprice.com/products/Buick_Enclave_Essence_2021.jpg,3.6-liter V6 Gas,SUV,Petrol,Automatic,310,3.6,266,6,front,18,26,7,4,69.9,204.3,78.8,120.9,7.7,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,,Yes,,,,,,
Buick,Enclave Preferred 2021,41190,https://www.ccarprice.com/products/Buick-Enclave-Preferred-2021.jpg,3.6-liter V6 Gas,SUV,Petrol,Automatic,310,3.6,266,6,front,18,26,7,4,69.9,204.3,78.8,120.9,7.7,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,,Yes,,,,,,
Buick,Envision Preferred 2021,31800,https://www.ccarprice.com/products/Buick-Envision-Preferred-2021.jpg,2.0-liter Turbo Inline-4,SUV,Petrol,Automatic,230,2,258,4,front,NA,NA,5,4,63.3,182.5,74.1,109.4,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,,,,,
Buick,Encore GX Essence AWD 2021,30600,https://www.ccarprice.com/products/Buick_Encore_GX_Essence_2021_3.jpg,1.3-liter Turbo Gas,SUV,Petrol,CVT,155,1.3,174,4,all,26,29,5,4,64.1,171.4,71.4,102.2,7.5,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,
Buick,Encore GX Essence 2021,28600,https://www.ccarprice.com/products/Buick_Encore_GX_Essence_2021_2.jpg,1.2-liter Turbo Gas and 1.3-liter Turbo (+$395),SUV,Petrol,CVT,137,1.2,162,4,front,28,31,5,4,64.1,171.4,71.4,102.2,7.5,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,
Buick,Encore GX Select AWD 2021,27800,https://www.ccarprice.com/products/Buick_Encore_GX_Select_AWD_2021.jpg,1.3-liter Turbo Gas,SUV,Petrol,Automatic,155,1.3,174,4,all,26,29,5,4,64.1,171.4,71.4,102.2,7.5,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,
Buick,Encore GX Select 2021,25800,https://www.ccarprice.com/products/Buick_Encore_GX_Select_2021_2.jpg,1.2-liter Turbo Gas and 1.3-liter Turbo (+$395),SUV,Petrol,CVT,137,1.2,162,NA,front,28,31,5,4,64.1,171.4,71.4,102.2,7.5,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,
Buick,Encore GX Preferred AWD 2021,26200,https://www.ccarprice.com/products/Buick-Encore-GX-Preferred-AWD-2021_1.jpg,1.3-liter Turbo Gas,SUV,Petrol,Automatic,155,1.3,174,4,all,26,29,5,4,61.1,171.4,71.4,102.2,7.5,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,
GMC,Sierra EV Denali Edition 1 2024,107000,https://www.ccarprice.com/products/GMC_Sierra_EV_Denali_Edition_1_2024.jpg,Electric,Truck,Electric,Automatic,754,NA,785,NA,all,0,0,5,4,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,Yes,Yes,Yes,Yes,,,,,,
GMC,Sierra EV 2024,108000,https://www.ccarprice.com/products/GMC_Sierra_EV_2024.jpg,Dual-motor,Truck,Electric,Automatic,664,NA,780,NA,all,0,0,5,4,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,Yes,Yes,Yes,Yes,,,,,,
GMC,Hummer EV 2023,108700,https://www.ccarprice.com/products/GMC_Hummer_EV_2023.jpg,Electric,SUV,Electric,Automatic,1000,NA,11500,NA,all,0,0,5,4,79.1,216.8,86.67,135.62,10.1,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,,,,,,,Yes,
GMC,Yukon Denali 2024,92350,https://www.ccarprice.com/products/GMC_Yukon_Denali_2023_2.jpg,6.2L V8 Gas,SUV,Petrol,Automatic,420,6.2,460,8,rear,14,20,7,5,76.5,210,81,120.9,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,,,,,Yes,,,,,,,
GMC,Yukon XL 2023,57200,https://www.ccarprice.com/products/GMC_Yukon_XL_2023.jpg,5.3L V8 Gas 3.0L Turbo Diesel (+$995),SUV,Petrol,Automatic,355,5.3,383,8,all,14,19,8,4,76.5,225.2,81,134.1,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,Yes,,,Yes,Yes,,,,,,
